filename,class,left,right,top,bottom,score
1.jpg,truck,1636,1915,540,693,0.67525774
1.jpg,traffic light,1269,1285,451,480,0.5171191
1.jpg,truck,1190,1321,550,600,0.46727264
1.jpg,car,1190,1321,550,600,0.46669227
1.jpg,car,1636,1915,540,693,0.40699172
1.jpg,person,1764,1793,556,593,0.30482596
1.jpg,traffic light,1362,1375,452,484,0.2953225
1.jpg,car,1872,1916,529,588,0.2736898
1.jpg,car,1304,1329,554,572,0.23966713
1.jpg,traffic light,1803,1820,479,522,0.22354738
1.jpg,traffic light,1231,1244,468,483,0.20921594
1.jpg,truck,1872,1916,529,588,0.19496383
1.jpg,person,1803,1834,547,586,0.17777811
1.jpg,truck,1548,1822,453,582,0.17761296
1.jpg,bench,1190,1321,550,600,0.14392635
1.jpg,car,1546,1570,556,580,0.14332601
1.jpg,car,1823,1911,534,586,0.13655446
1.jpg,person,1884,1907,496,529,0.1355241
1.jpg,truck,1182,1324,471,600,0.12725101
1.jpg,traffic light,1202,1222,363,408,0.08868171
1.jpg,person,1829,1846,474,527,0.0871217
1.jpg,truck,1823,1911,534,586,0.08536144
1.jpg,traffic light,1167,1188,394,437,0.08430447
1.jpg,bus,1872,1916,529,588,0.057237048
1.jpg,person,1421,1436,552,581,0.052752584
1.jpg,fire hydrant,872,934,573,667,0.049619514
1.jpg,stop sign,1167,1188,394,437,0.049267992
1.jpg,car,1884,1907,496,529,0.04531451
1.jpg,traffic light,900,923,418,503,0.044865083
1.jpg,train,1182,1324,471,600,0.044815972
1.jpg,truck,1547,1574,554,581,0.043945067
1.jpg,person,1804,1820,474,510,0.04374646
1.jpg,person,1862,1910,534,588,0.04107836
1.jpg,car,1861,1883,508,533,0.0408721
1.jpg,stop sign,1764,1793,556,593,0.04039919
1.jpg,person,1269,1285,451,480,0.03946229
1.jpg,stop sign,1107,1135,408,446,0.038444053
1.jpg,umbrella,1170,1178,509,525,0.03840033
1.jpg,car,1680,1753,558,586,0.037137482
1.jpg,person,1166,1179,532,563,0.037001804
1.jpg,traffic light,1107,1135,408,446,0.036847353
1.jpg,truck,1304,1329,554,572,0.03523104
1.jpg,stop sign,1170,1178,509,525,0.035053387
1.jpg,stop sign,1365,1381,531,567,0.035009332
1.jpg,fire hydrant,1170,1179,551,563,0.034814317
1.jpg,bench,1304,1329,554,572,0.034628227
1.jpg,car,1233,1278,482,515,0.034241274
1.jpg,bottle,1764,1793,556,593,0.034117762
1.jpg,car,1895,1919,662,696,0.033134446
1.jpg,clock,1231,1244,468,483,0.03261584
1.jpg,traffic light,1049,1064,442,481,0.03249128
1.jpg,person,0,24,613,872,0.031088335
1.jpg,fire hydrant,1764,1793,556,593,0.030703023
1.jpg,fire hydrant,1421,1436,552,581,0.029813632
1.jpg,wine glass,1168,1188,403,440,0.029623108
1.jpg,boat,1187,1323,491,604,0.028991342
1.jpg,potted plant,1167,1188,394,437,0.028582996
1.jpg,stop sign,1231,1244,468,483,0.02827325
1.jpg,truck,1233,1278,482,515,0.02810499
1.jpg,train,1190,1321,550,600,0.0279658
1.jpg,vase,1168,1188,403,440,0.026548203
1.jpg,bird,1873,1916,331,394,0.026204672
1.jpg,fire hydrant,1803,1834,547,586,0.025610778
1.jpg,person,958,966,494,512,0.025200827
1.jpg,stop sign,1804,1820,474,510,0.025066342
1.jpg,stop sign,1829,1846,474,527,0.025008865
1.jpg,boat,1190,1321,550,600,0.024306964
1.jpg,stop sign,1269,1285,451,480,0.023984512
1.jpg,person,79,121,594,861,0.023609681
1.jpg,car,1455,1472,564,582,0.023524772
1.jpg,traffic light,1803,1834,547,586,0.023410348
1.jpg,traffic light,1157,1193,483,515,0.023258058
1.jpg,person,1190,1322,538,596,0.023209738
1.jpg,bench,1188,1226,554,594,0.023063898
1.jpg,potted plant,1343,1374,390,442,0.022623178
1.jpg,cow,1304,1329,554,572,0.02228493
1.jpg,motorcycle,1190,1321,550,600,0.02223781
1.jpg,bottle,1231,1244,468,483,0.0222319
1.jpg,truck,1680,1753,558,586,0.022214657
1.jpg,apple,1764,1793,556,593,0.022178179
1.jpg,car,1806,1827,471,511,0.022114784
1.jpg,traffic light,1147,1155,487,514,0.021880787
1.jpg,hot dog,1764,1793,556,593,0.021533819
1.jpg,clock,1167,1188,394,437,0.021443784
1.jpg,fire hydrant,1022,1058,552,635,0.021273741
1.jpg,train,1548,1822,453,582,0.021021666
1.jpg,parking meter,880,930,530,584,0.020867817
1.jpg,traffic light,1764,1793,556,593,0.020571101
1.jpg,parking meter,1421,1436,552,581,0.020236498
1.jpg,traffic light,1861,1883,508,533,0.020183071
1.jpg,stop sign,1049,1064,442,481,0.020040398
1.jpg,orange,1764,1793,556,593,0.01981595
1.jpg,parking meter,1764,1793,556,593,0.019399708
1.jpg,traffic light,1284,1315,338,377,0.019186813
1.jpg,bus,1548,1822,453,582,0.019183157
1.jpg,parking meter,1829,1846,474,527,0.018935742
1.jpg,truck,1269,1285,451,480,0.018690249
1.jpg,bus,1635,1916,537,688,0.018643433
1.jpg,car,1158,1172,537,561,0.01825098
1.jpg,clock,1208,1226,388,429,0.018033946
2.jpg,traffic light,1230,1264,195,295,0.7311404
2.jpg,traffic light,1169,1191,496,526,0.5474523
2.jpg,car,1175,1241,571,602,0.5069245
2.jpg,traffic light,1169,1193,386,457,0.49767235
2.jpg,traffic light,1350,1429,4,149,0.44794387
2.jpg,traffic light,857,876,516,538,0.2079865
2.jpg,person,1315,1340,528,594,0.110581055
2.jpg,person,1266,1280,570,593,0.10460416
2.jpg,traffic light,1175,1199,69,99,0.103164524
2.jpg,traffic light,1138,1152,467,499,0.10159368
2.jpg,traffic light,1152,1205,376,536,0.08055052
2.jpg,traffic light,1075,1097,527,548,0.080434255
2.jpg,traffic light,1256,1298,356,402,0.07156745
2.jpg,bicycle,897,921,543,581,0.06863775
2.jpg,person,930,949,546,569,0.06433435
2.jpg,traffic light,1251,1281,494,513,0.06417839
2.jpg,person,1040,1050,576,602,0.06383727
2.jpg,traffic light,1430,1457,0,36,0.06355957
2.jpg,truck,1175,1241,571,602,0.04940081
2.jpg,car,1040,1069,535,552,0.04315124
2.jpg,person,857,876,516,538,0.043009777
2.jpg,person,1351,1430,3,143,0.042686827
2.jpg,traffic light,1318,1335,525,549,0.03713281
2.jpg,traffic light,1064,1135,467,536,0.03619839
2.jpg,bench,1175,1241,571,602,0.03517888
2.jpg,bench,909,933,545,576,0.03466901
2.jpg,fire hydrant,844,871,593,659,0.034556262
2.jpg,car,857,876,516,538,0.033538416
2.jpg,stop sign,857,876,516,538,0.033429395
2.jpg,car,1266,1286,568,592,0.03214864
2.jpg,person,1171,1192,576,604,0.031228025
2.jpg,cell phone,1430,1457,0,36,0.030679155
2.jpg,traffic light,1017,1035,484,517,0.029205386
2.jpg,traffic light,1082,1095,452,469,0.028037835
2.jpg,person,1169,1191,496,526,0.027052343
2.jpg,traffic light,1171,1192,576,604,0.026360892
2.jpg,person,67,124,483,612,0.025579086
2.jpg,person,1169,1194,382,454,0.023312181
2.jpg,bench,0,290,645,781,0.023159098
2.jpg,bus,1176,1242,570,597,0.022630332
2.jpg,person,1138,1162,570,606,0.022448564
2.jpg,car,0,463,628,794,0.021166153
2.jpg,traffic light,964,978,500,525,0.020700408
2.jpg,car,881,904,543,581,0.020516047
2.jpg,clock,1430,1457,0,36,0.020321453
2.jpg,car,1348,1393,533,560,0.019984394
2.jpg,car,909,933,545,576,0.019431869
2.jpg,bench,1222,1911,541,671,0.019305306
2.jpg,car,1043,1157,544,608,0.01906056
2.jpg,bird,1350,1429,4,149,0.018115787
2.jpg,car,61,107,483,612,0.018051881
2.jpg,traffic light,1048,1068,487,518,0.01747675
2.jpg,umbrella,857,874,513,534,0.017188087
2.jpg,bus,1,202,249,363,0.017167365
2.jpg,stop sign,1350,1429,4,149,0.016950712
2.jpg,train,1345,1576,0,155,0.016699895
2.jpg,train,1336,1649,0,158,0.016636714
2.jpg,person,1189,1245,571,595,0.0166092
2.jpg,scissors,1430,1457,0,36,0.016210191
2.jpg,person,0,46,481,613,0.0162059
2.jpg,train,1184,1920,149,920,0.015868258
2.jpg,motorcycle,897,921,543,581,0.015850047
2.jpg,airplane,1348,1573,1,143,0.01572165
2.jpg,fire hydrant,61,107,483,612,0.015686573
2.jpg,bench,1348,1907,537,673,0.01554632
2.jpg,bench,1183,1920,266,771,0.015281816
2.jpg,traffic light,1189,1244,572,600,0.015179964
2.jpg,stop sign,1318,1335,525,549,0.015135533
2.jpg,bench,0,463,628,794,0.014837356
2.jpg,bicycle,61,107,483,612,0.014575865
2.jpg,airplane,1430,1457,0,36,0.014570318
2.jpg,person,1230,1264,195,295,0.014553026
2.jpg,clock,857,874,513,534,0.014476887
2.jpg,car,1183,1920,179,909,0.014244431
2.jpg,airplane,857,876,516,538,0.014179863
2.jpg,bus,1344,1668,0,159,0.013822028
2.jpg,car,0,21,480,614,0.013538031
2.jpg,traffic light,1149,1173,293,377,0.013500062
2.jpg,traffic light,1207,1537,10,303,0.013463556
2.jpg,potted plant,67,124,483,612,0.013418549
2.jpg,car,1358,1448,531,564,0.013245115
2.jpg,stop sign,1347,1546,0,144,0.013068159
2.jpg,parking meter,68,101,473,534,0.012720265
2.jpg,person,1272,1290,510,545,0.012643044
2.jpg,bird,857,874,513,534,0.012495576
2.jpg,traffic light,928,948,536,569,0.012124511
2.jpg,stop sign,893,922,530,575,0.011866045
2.jpg,train,1183,1920,503,654,0.011672325
2.jpg,airplane,1352,1445,3,149,0.011644572
2.jpg,giraffe,1352,1445,3,149,0.011414115
2.jpg,traffic light,0,199,0,291,0.011147209
2.jpg,person,1430,1457,0,36,0.011060685
2.jpg,train,1395,1918,152,940,0.011006265
2.jpg,bottle,857,874,513,534,0.010951248
2.jpg,traffic light,68,101,473,534,0.010910939
2.jpg,tv,857,874,513,534,0.01066633
2.jpg,potted plant,82,200,454,611,0.010638269
2.jpg,traffic light,1,202,249,363,0.010582175
2.jpg,potted plant,857,876,516,538,0.010503235
2.jpg,potted plant,1350,1429,4,149,0.010413148
3.jpg,person,764,892,544,908,0.83111537
3.jpg,tv,193,370,234,316,0.21868062
3.jpg,person,148,162,575,606,0.1738615
3.jpg,person,238,284,262,313,0.14450832
3.jpg,person,52,81,560,622,0.14158338
3.jpg,person,26,50,554,606,0.14103223
3.jpg,train,166,595,508,619,0.13317098
3.jpg,person,672,718,577,702,0.12744796
3.jpg,bicycle,1676,1730,534,591,0.109600075
3.jpg,person,195,212,571,608,0.104165144
3.jpg,traffic light,492,508,477,502,0.103061475
3.jpg,bench,1,76,594,654,0.09212822
3.jpg,traffic light,521,548,168,240,0.09178526
3.jpg,person,1697,1738,512,584,0.088981524
3.jpg,chair,1696,1739,537,586,0.08875569
3.jpg,cell phone,820,838,576,584,0.086575754
3.jpg,umbrella,1783,1918,414,769,0.08583942
3.jpg,umbrella,1788,1916,416,651,0.08212418
3.jpg,car,672,718,577,702,0.07915447
3.jpg,handbag,752,790,704,759,0.07889293
3.jpg,person,253,274,559,604,0.078034736
3.jpg,bench,1638,1705,554,600,0.077208966
3.jpg,bench,437,511,567,607,0.07388529
3.jpg,person,574,614,570,645,0.07320743
3.jpg,stop sign,0,43,485,603,0.07236121
3.jpg,traffic light,513,532,500,533,0.07041614
3.jpg,traffic light,59,96,202,262,0.068327636
3.jpg,truck,159,579,509,618,0.06798404
3.jpg,motorcycle,195,212,571,608,0.06569658
3.jpg,person,204,231,278,311,0.063874364
3.jpg,car,1784,1917,663,767,0.06366026
3.jpg,traffic light,0,43,485,603,0.06258714
3.jpg,traffic light,599,619,143,169,0.06111308
3.jpg,truck,0,43,485,603,0.0610295
3.jpg,traffic light,528,544,242,272,0.060796626
3.jpg,motorcycle,339,428,563,617,0.060024984
3.jpg,skateboard,755,790,717,759,0.05943626
3.jpg,truck,506,619,527,606,0.057400458
3.jpg,bottle,755,790,717,759,0.05629306
3.jpg,train,145,471,512,616,0.05614993
3.jpg,truck,138,602,447,619,0.05581087
3.jpg,bicycle,339,428,563,617,0.05574029
3.jpg,traffic light,0,19,111,203,0.054408602
3.jpg,person,0,43,485,603,0.05434106
3.jpg,traffic light,193,370,234,316,0.05311263
3.jpg,bench,1696,1739,537,586,0.052873284
3.jpg,skateboard,745,796,748,858,0.05048074
3.jpg,traffic light,56,89,107,208,0.05027113
3.jpg,motorcycle,651,719,574,702,0.04993103
3.jpg,car,1645,1916,417,767,0.0488448
3.jpg,dog,773,891,736,903,0.04869594
3.jpg,umbrella,192,371,223,311,0.048003368
3.jpg,car,506,619,527,606,0.04723236
3.jpg,car,1646,1915,546,759,0.046573702
3.jpg,traffic light,140,182,133,301,0.04550471
3.jpg,traffic light,139,183,194,300,0.045493808
3.jpg,car,1788,1916,416,651,0.04537389
3.jpg,traffic light,542,615,92,162,0.044243168
3.jpg,bicycle,690,713,646,716,0.0435025
3.jpg,traffic light,119,136,536,559,0.043372903
3.jpg,cell phone,236,287,256,308,0.04292911
3.jpg,fire hydrant,67,95,588,650,0.042301096
3.jpg,bus,0,44,487,633,0.03916333
3.jpg,skateboard,773,891,736,903,0.038526405
3.jpg,dog,752,790,704,759,0.037861954
3.jpg,umbrella,1783,1918,280,695,0.036675498
3.jpg,person,233,413,534,616,0.036014106
3.jpg,bus,201,373,231,317,0.03579711
3.jpg,car,1660,1715,519,577,0.03570565
3.jpg,car,1524,1907,476,766,0.03472358
3.jpg,handbag,1788,1916,416,651,0.034692947
3.jpg,car,1,76,594,654,0.03426465
3.jpg,horse,0,43,485,603,0.034133736
3.jpg,bicycle,651,716,596,702,0.03381318
3.jpg,traffic light,570,609,414,471,0.033654004
3.jpg,motorcycle,277,308,569,612,0.03346778
3.jpg,cell phone,755,790,717,759,0.03324081
3.jpg,tv,292,372,237,318,0.03302571
3.jpg,kite,1788,1916,416,651,0.03293998
3.jpg,traffic light,177,225,534,562,0.03270317
3.jpg,boat,166,595,508,619,0.032465767
3.jpg,train,164,360,510,587,0.031919684
3.jpg,traffic light,101,142,129,214,0.03164332
3.jpg,potted plant,51,78,558,603,0.031549875
3.jpg,traffic light,105,144,217,310,0.03119469
3.jpg,bus,177,225,534,562,0.030952295
3.jpg,truck,431,518,557,606,0.03065783
3.jpg,person,1645,1916,417,767,0.03062781
3.jpg,bench,1419,1535,585,632,0.030616973
3.jpg,bench,1416,1571,584,632,0.030616214
3.jpg,person,1474,1538,520,631,0.030457934
3.jpg,person,1788,1916,416,651,0.030207882
3.jpg,tie,261,294,268,310,0.030202916
3.jpg,truck,177,225,534,562,0.030125543
3.jpg,bench,315,451,536,615,0.030097365
3.jpg,bench,1784,1917,663,767,0.029561566
3.jpg,truck,219,250,567,596,0.029313566
3.jpg,traffic light,101,146,112,293,0.029295767
3.jpg,boat,1783,1918,414,769,0.02928229
3.jpg,cup,755,790,717,759,0.02919403
4.jpg,person,1158,1351,621,1079,0.90163517
4.jpg,person,966,1090,647,889,0.79538894
4.jpg,person,1369,1643,559,1079,0.7489733
4.jpg,car,1515,1770,691,820,0.6646173
4.jpg,car,1054,1160,701,780,0.6364987
4.jpg,person,1281,1398,608,1057,0.62248844
4.jpg,traffic light,679,685,683,693,0.6104371
4.jpg,car,1540,1920,681,802,0.52870274
4.jpg,person,690,713,709,752,0.52387816
4.jpg,car,880,1001,706,766,0.51310134
4.jpg,car,651,692,719,745,0.47254056
4.jpg,skateboard,1028,1119,887,922,0.44729316
4.jpg,car,842,885,721,755,0.42857116
4.jpg,traffic light,652,658,684,690,0.4111733
4.jpg,car,759,796,717,741,0.34364426
4.jpg,car,1293,1325,680,711,0.34312576
4.jpg,handbag,994,1054,734,782,0.342908
4.jpg,traffic light,708,715,682,693,0.33443537
4.jpg,car,1723,1920,682,798,0.33158463
4.jpg,skateboard,971,1115,874,914,0.33127862
4.jpg,backpack,1354,1448,659,863,0.27891028
